gtdb_species_clade_id,GTDB_species,GTDB_taxonomy,no_genomes,no_core,no_accessory,no_singletons,no_gene_clusters,no_CDSes,mean_intra_species_ANI,ANI_circumscription_radius,domain,phylum,class,order,family,genus,pct_core,pct_accessory,pct_singletons,openness,avg_genes_per_genome,rep_genome,in_tree
s__Geothrix_sp903857495--GB_GCA_903857495.1,s__Geothrix_sp903857495,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix,50,2610,398,260.0,3008,157849,99.99,95.0,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,86.77,13.23,8.64,0.152,3157.0,GB_GCA_903857495.1,True
s__Haemophilus_D_parainfluenzae_K--RS_GCF_003252795.1,s__Haemophilus_D_parainfluenzae_K,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Haemophilus_D,22,1449,3852,2943.0,5301,41100,95.35,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_D,27.33,72.67,55.52,2.658,1868.0,RS_GCF_003252795.1,True
s__Aggregatibacter_actinomycetemcomitans_A--RS_GCF_003130205.1,s__Aggregatibacter_actinomycetemcomitans_A,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Aggregatibacter,17,1526,2499,1267.0,4025,37056,98.22,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Aggregatibacter,37.91,62.09,31.48,1.638,2180.0,RS_GCF_003130205.1,True
s__SUP05_sp000205985--GB_GCA_000205985.2,s__SUP05_sp000205985,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__SUP05,14,690,2525,1404.0,3215,17102,99.29,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,PS1,Thioglobaceae,SUP05,21.46,78.54,43.67,3.659,1222.0,GB_GCA_000205985.2,True
s__Stenotrophomonas_maltophilia_A--RS_GCF_004346925.1,s__Stenotrophomonas_maltophilia_A,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas,41,3020,9602,6145.0,12622,183806,97.29,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,23.93,76.07,48.68,3.179,4483.0,RS_GCF_004346925.1,True
s__Rhizobium_lentis--RS_GCF_017352135.1,s__Rhizobium_lentis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,27,3858,3658,1612.0,7516,169910,99.17,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,51.33,48.67,21.45,0.948,6293.0,RS_GCF_017352135.1,True
s__Paraburkholderia_caribensis--RS_GCF_002902945.1,s__Paraburkholderia_caribensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia,13,4331,6421,4000.0,10752,104871,98.89,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,40.28,59.72,37.2,1.483,8067.0,RS_GCF_002902945.1,True
s__Vibrio_parahaemolyticus--RS_GCF_900460535.1,s__Vibrio_parahaemolyticus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio,1804,3380,118310,69260.0,121690,8514963,98.33,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,2.78,97.22,56.92,35.003,4720.0,RS_GCF_900460535.1,True
s__Rhizobium_laguerreae--RS_GCF_002008165.1,s__Rhizobium_laguerreae,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,175,3766,29074,13971.0,32840,1237842,96.68,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,11.47,88.53,42.54,7.72,7073.0,RS_GCF_002008165.1,True
s__Limnohabitans_sp903861115--GB_GCA_903861115.1,s__Limnohabitans_sp903861115,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Limnohabitans,13,1734,5778,4117.0,7512,37613,99.34,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Limnohabitans,23.08,76.92,54.81,3.332,2893.0,GB_GCA_903861115.1,True
s__Cupriavidus_taiwanensis_B--RS_GCF_900250115.1,s__Cupriavidus_taiwanensis_B,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus,14,3862,2138,1481.0,6000,85430,99.46,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,64.37,35.63,24.68,0.554,6102.0,RS_GCF_900250115.1,True
s__Jezberella_montanilacus--RS_GCF_003003055.1,s__Jezberella_montanilacus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Jezberella,10,1891,3434,2353.0,5325,31650,99.26,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_C,Jezberella,35.51,64.49,44.19,1.816,3165.0,RS_GCF_003003055.1,True
s__Pseudomonas_E_tremae--RS_GCF_001401155.1,s__Pseudomonas_E_tremae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,85,3506,11360,5769.0,14866,449203,99.02,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,23.58,76.42,38.81,3.24,5285.0,RS_GCF_001401155.1,True
s__Xanthomonas_sp001423585--RS_GCF_001423585.1,s__Xanthomonas_sp001423585,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas,10,2914,3252,1600.0,6166,43794,98.11,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,47.26,52.74,25.95,1.116,4379.0,RS_GCF_001423585.1,True
s__KS41_sp903917345--GB_GCA_903917345.1,s__KS41_sp903917345,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__KS41,10,1316,3689,2412.0,5005,19911,99.26,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,KS41,26.29,73.71,48.19,2.803,1991.0,GB_GCA_903917345.1,True
s__UBA4421_sp009886205--GB_GCA_009886205.1,s__UBA4421_sp009886205,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421,10,1899,3526,2706.0,5425,28081,98.56,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,35.0,65.0,49.88,1.857,2808.0,GB_GCA_009886205.1,True
s__Dickeya_fangzhongdai--RS_GCF_002812485.1,s__Dickeya_fangzhongdai,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Dickeya,17,2913,2543,1449.0,5456,73470,98.65,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Dickeya,53.39,46.61,26.56,0.873,4322.0,RS_GCF_002812485.1,True
s__Acinetobacter_pittii--RS_GCF_000369045.1,s__Acinetobacter_pittii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,360,2444,23587,13124.0,26031,1371089,97.32,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,9.39,90.61,50.42,9.651,3809.0,RS_GCF_000369045.1,True
s__Haemophilus_influenzae_E--RS_GCF_019703545.1,s__Haemophilus_influenzae_E,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Haemophilus,102,1304,3727,1621.0,5031,181217,97.42,96.9516,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus,25.92,74.08,32.22,2.858,1777.0,RS_GCF_019703545.1,True
s__Neisseria_gonorrhoeae--RS_GCF_003315235.1,s__Neisseria_gonorrhoeae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria,954,1700,11951,6977.0,13651,2078866,99.57,95.0389,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,12.45,87.55,51.11,7.03,2179.0,RS_GCF_003315235.1,True
s__Vibrio_coralliilyticus--RS_GCF_000176135.1,s__Vibrio_coralliilyticus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio,36,3419,7173,3096.0,10592,186598,97.38,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,32.28,67.72,29.23,2.098,5183.0,RS_GCF_000176135.1,True
s__Mesorhizobium_sp004020645--GB_GCA_004020645.1,s__Mesorhizobium_sp004020645,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium,22,3968,9011,5490.0,12979,156367,98.5,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,30.57,69.43,42.3,2.271,7108.0,GB_GCA_004020645.1,True
s__Mesorhizobium_sp004022705--RS_GCF_004022705.2,s__Mesorhizobium_sp004022705,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium,20,4484,8398,6905.0,12882,138931,99.86,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,34.81,65.19,53.6,1.873,6947.0,RS_GCF_004022705.2,True
s__Sphingobium_fuliginis--RS_GCF_004152845.1,s__Sphingobium_fuliginis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium,14,2808,6843,4324.0,9651,69480,98.49,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,29.1,70.9,44.8,2.437,4963.0,RS_GCF_004152845.1,True
s__Haemophilus_influenzae_D--RS_GCF_900475755.1,s__Haemophilus_influenzae_D,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Haemophilus,71,1248,3870,1537.0,5118,129425,96.97,95.4263,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus,24.38,75.62,30.03,3.101,1823.0,RS_GCF_900475755.1,True
s__Alcanivorax_profundimaris--RS_GCF_015265435.1,s__Alcanivorax_profundimaris,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax,11,2418,2908,1708.0,5326,40867,97.63,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,45.4,54.6,32.07,1.203,3715.0,RS_GCF_015265435.1,True
s__Wohlfahrtiimonas_chitiniclastica--RS_GCF_000375345.1,s__Wohlfahrtiimonas_chitiniclastica,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Wohlfahrtiimonas,27,1557,1584,794.0,3141,53521,97.18,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas,49.57,50.43,25.28,1.017,1982.0,RS_GCF_000375345.1,True
s__Enterobacter_roggenkampii--RS_GCF_001729805.1,s__Enterobacter_roggenkampii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter,327,2942,27063,13484.0,30005,1521579,98.24,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,9.81,90.19,44.94,9.199,4653.0,RS_GCF_001729805.1,True
s__Salinivibrio_proteolyticus--RS_GCF_001996165.1,s__Salinivibrio_proteolyticus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Salinivibrio,11,2230,2879,1687.0,5109,36296,96.18,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Salinivibrio,43.65,56.35,33.02,1.291,3300.0,RS_GCF_001996165.1,True
s__Pseudomonas_E_guariconensis--RS_GCF_900102675.1,s__Pseudomonas_E_guariconensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,20,3242,3593,1431.0,6835,102999,99.11,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,47.43,52.57,20.94,1.108,5150.0,RS_GCF_900102675.1,True
s__Alcaligenes_faecalis--RS_GCF_002443155.1,s__Alcaligenes_faecalis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Alcaligenes,28,2505,3858,2182.0,6363,107316,98.31,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_C,Alcaligenes,39.37,60.63,34.29,1.54,3833.0,RS_GCF_002443155.1,True
s__Burkholderia_territorii--RS_GCF_902833055.1,s__Burkholderia_territorii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia,38,3719,8483,4570.0,12202,235556,98.59,95.1139,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,30.48,69.52,37.45,2.281,6199.0,RS_GCF_902833055.1,True
s__Afipia_broomeae--RS_GCF_000314675.2,s__Afipia_broomeae,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia,12,3058,7025,4745.0,10083,59527,97.93,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,30.33,69.67,47.06,2.297,4961.0,RS_GCF_000314675.2,True
s__Enterobacter_ludwigii--RS_GCF_001750725.1,s__Enterobacter_ludwigii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter,109,3076,16352,9979.0,19428,511319,98.78,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,15.83,84.17,51.36,5.316,4691.0,RS_GCF_001750725.1,True
s__Thioalkalivibrio_sp000377405--RS_GCF_000377405.1,s__Thioalkalivibrio_sp000377405,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio,11,2046,1573,883.0,3619,29683,97.9,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalivibrionaceae,Thioalkalivibrio,56.53,43.47,24.4,0.769,2698.0,RS_GCF_000377405.1,True
s__Sphingomonas_paucimobilis--RS_GCF_000739895.2,s__Sphingomonas_paucimobilis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas,13,2713,3242,1986.0,5955,51748,99.72,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,45.56,54.44,33.35,1.195,3981.0,RS_GCF_000739895.2,True
s__Pantoea_allii--RS_GCF_002307475.1,s__Pantoea_allii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea,15,2994,3000,1758.0,5994,70620,99.07,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,49.95,50.05,29.33,1.002,4708.0,RS_GCF_002307475.1,True
s__Pseudomonas_E_edaphica--RS_GCF_005863185.1,s__Pseudomonas_E_edaphica,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,20,3849,5560,3930.0,9409,120573,98.71,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,40.91,59.09,41.77,1.445,6029.0,RS_GCF_005863185.1,True
s__Thiodiazotropha_lotti--GB_GCA_001709035.1,s__Thiodiazotropha_lotti,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiodiazotropha,11,3197,4274,3165.0,7471,48312,99.26,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiodiazotropha,42.79,57.21,42.36,1.337,4392.0,GB_GCA_001709035.1,True
s__Yersinia_kristensenii--RS_GCF_900460525.1,s__Yersinia_kristensenii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia,25,2791,4581,2322.0,7372,105722,98.24,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,37.86,62.14,31.5,1.641,4229.0,RS_GCF_900460525.1,True
s__Rhabdaerophilum_sp020253445--GB_GCA_020253445.1,s__Rhabdaerophilum_sp020253445,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhabdaerophilum,24,2201,6056,4542.0,8257,74701,99.24,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhabdaerophilum,26.66,73.34,55.01,2.751,3113.0,GB_GCA_020253445.1,True
s__Roseomonas_B_sp020249775--GB_GCA_020249775.1,s__Roseomonas_B_sp020249775,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas_B,16,2524,3068,2347.0,5592,61417,99.63,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas_B,45.14,54.86,41.97,1.216,3839.0,GB_GCA_020249775.1,True
s__HTCC2207_sp002685195--GB_GCA_002685195.1,s__HTCC2207_sp002685195,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207,11,1201,4106,2997.0,5307,22340,97.25,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,22.63,77.37,56.47,3.419,2031.0,GB_GCA_002685195.1,True
s__Rhodoferax_C_sp903845935--GB_GCA_903845935.1,s__Rhodoferax_C_sp903845935,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax_C,22,2571,9071,6367.0,11642,86031,99.58,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Rhodoferax_C,22.08,77.92,54.69,3.528,3910.0,GB_GCA_903845935.1,True
s__Rhizobium_sp900469615--GB_GCA_900469615.1,s__Rhizobium_sp900469615,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,12,3710,4048,2438.0,7758,77656,98.94,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,47.82,52.18,31.43,1.091,6471.0,GB_GCA_900469615.1,True
s__Rhizobium_altiplani--RS_GCF_001542405.1,s__Rhizobium_altiplani,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,19,3186,9477,5475.0,12663,122078,97.38,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,25.16,74.84,43.24,2.975,6425.0,RS_GCF_001542405.1,True
s__Thiomonas_arsenitoxydans--RS_GCF_000253115.1,s__Thiomonas_arsenitoxydans,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Thiomonas,17,2123,5496,3514.0,7619,55930,97.68,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Thiomonas,27.86,72.14,46.12,2.589,3290.0,RS_GCF_000253115.1,True
s__UBA1014_sp001469005--GB_GCA_001469005.2,s__UBA1014_sp001469005,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014,11,1823,7768,5817.0,9591,34764,97.4,95.0,Bacteria,SAR324,SAR324,SAR324,NAC60-12,UBA1014,19.01,80.99,60.65,4.261,3160.0,GB_GCA_001469005.2,True
s__Leptospira_A_meyeri--RS_GCF_004368965.1,s__Leptospira_A_meyeri,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A,11,2818,2035,988.0,4853,42655,97.24,95.0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptospira_A,58.07,41.93,20.36,0.722,3878.0,RS_GCF_004368965.1,True
s__Leptospira_weilii--RS_GCF_006874765.1,s__Leptospira_weilii,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira,20,2663,4188,2021.0,6851,81063,98.56,95.0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptospira,38.87,61.13,29.5,1.573,4053.0,RS_GCF_006874765.1,True
s__UBA9732_sp902781545--GB_GCA_902781545.1,s__UBA9732_sp902781545,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732,13,1189,4995,3604.0,6184,27642,96.66,95.0,Bacteria,Spirochaetota,Spirochaetia,Sphaerochaetales,Sphaerochaetaceae,UBA9732,19.23,80.77,58.28,4.201,2126.0,GB_GCA_902781545.1,True
s__Leptospira_A_levettii--RS_GCF_002812085.1,s__Leptospira_A_levettii,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A,15,2904,2240,1502.0,5144,55501,98.61,95.0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptospira_A,56.45,43.55,29.2,0.771,3700.0,RS_GCF_002812085.1,True
s__Leptospira_kirschneri--RS_GCF_000243695.2,s__Leptospira_kirschneri,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira,34,2643,4559,2187.0,7202,126109,98.9,95.0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptospira,36.7,63.3,30.37,1.725,3709.0,RS_GCF_000243695.2,True
s__Brachyspira_pilosicoli--RS_GCF_000325665.1,s__Brachyspira_pilosicoli,d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira,27,1727,3688,2478.0,5415,65585,98.36,95.0,Bacteria,Spirochaetota,Brachyspirae,Brachyspirales,Brachyspiraceae,Brachyspira,31.89,68.11,45.76,2.135,2429.0,RS_GCF_000325665.1,True
s__Cloacibacillus_porcorum--RS_GCF_001701045.1,s__Cloacibacillus_porcorum,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus,15,1738,4637,3396.0,6375,41724,98.28,95.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,27.26,72.74,53.27,2.668,2782.0,RS_GCF_001701045.1,True
s__Mesotoga_infera_B--RS_GCF_900157305.1,s__Mesotoga_infera_B,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Kosmotogaceae;g__Mesotoga,13,1585,5446,4198.0,7031,36088,98.81,95.0,Bacteria,Thermotogota,Thermotogae,Petrotogales,Kosmotogaceae,Mesotoga,22.54,77.46,59.71,3.436,2776.0,RS_GCF_900157305.1,True
s__Akkermansia_muciniphila--RS_GCF_000020225.1,s__Akkermansia_muciniphila,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia,247,1716,14324,8792.0,16040,575920,98.03,95.0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,10.7,89.3,54.81,8.347,2332.0,RS_GCF_000020225.1,True
s__CAIUWA01_sp903827245--GB_GCA_903827245.1,s__CAIUWA01_sp903827245,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__CAIUWA01,13,2302,2471,1644.0,4773,40806,99.7,95.0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,CAIUWA01,48.23,51.77,34.44,1.073,3139.0,GB_GCA_903827245.1,True
s__UBA953_sp002470605--GB_GCA_002470605.1,s__UBA953_sp002470605,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953,17,1684,4351,3464.0,6035,36818,96.53,95.0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,27.9,72.1,57.4,2.584,2166.0,GB_GCA_002470605.1,True
s__Palsa-1447_sp903834135--GB_GCA_903834135.1,s__Palsa-1447_sp903834135,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447,44,1587,5354,3787.0,6941,90670,99.77,95.0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,22.86,77.14,54.56,3.374,2061.0,GB_GCA_903834135.1,True
s__Thermotoga_petrophila--RS_GCF_000016785.1,s__Thermotoga_petrophila,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga,11,1343,1732,1192.0,3075,18472,97.12,95.1972,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,43.67,56.33,38.76,1.29,1679.0,RS_GCF_000016785.1,True
